L1,L2,H,Process Time
0.60813,1.35717,2.19192,3.25588
0.26509,0.07525,1.97113,3.52110
0.44372,0.25352,1.94415,3.58279
0.86492,0.00719,2.62842,2.77841
0.46883,0.12506,1.78461,2.96714
0.49369,0.65868,2.30820,3.87718
0.18314,0.07670,2.41540,2.82558
0.88823,0.00736,2.46999,3.19225
0.30567,0.20039,2.66201,2.57793
0.12587,0.20388,2.41864,3.24249
0.86608,0.46581,2.21663,1.78760
0.93074,0.37830,2.26964,3.44626
0.26997,0.13533,1.55289,2.82706
0.24932,0.01369,1.90716,3.45020
0.42463,0.01242,2.28436,2.86174
0.37790,0.21539,2.31915,2.40350
0.33591,0.06158,2.00423,2.95458
0.00149,0.26999,1.72089,2.85551
0.15516,0.57315,2.04678,3.87101
0.78903,0.13736,2.24706,2.78030
0.13135,0.09536,2.21680,3.29368
0.34837,0.09671,1.90281,2.61190
0.31030,0.38345,1.80441,2.72361
1.11460,0.17119,1.76977,3.49776
0.16517,0.13677,1.21355,2.41337
0.00151,0.19796,2.10312,3.09458
1.13495,0.11973,2.11377,2.86163
0.24783,0.44555,1.48134,2.26574
0.93412,0.17786,2.67598,4.14590
0.14375,0.31914,1.81002,2.69239
0.06635,0.33049,1.67047,3.69110
0.99912,0.33978,1.95672,3.05600
1.00379,0.57060,1.73338,3.38338
0.60055,0.20491,1.78575,2.47144
0.11057,0.13415,1.45630,3.66695
2.44114,0.23217,2.00964,2.94035
0.34300,0.18927,1.88629,3.52275
0.59134,0.22163,1.44878,2.25889
0.05181,0.41617,1.57243,2.69157
0.88279,0.37656,1.63514,2.46695
1.46462,0.20025,2.13318,3.52380
0.20443,0.01294,2.16692,2.31241
0.64977,0.22319,2.23979,3.49944
0.26386,0.06640,1.90626,2.98696
0.72600,0.02462,1.68840,3.76647
0.71904,0.10703,1.84996,2.60962
0.65015,0.23617,1.69308,3.13535
0.02742,0.06987,2.03246,2.70721
0.15618,0.24823,2.33419,2.43600
1.45470,0.74868,1.82912,2.63737
0.01149,0.26647,2.44340,2.92170
0.65334,0.24473,2.33510,3.27996
0.47255,0.02575,1.95466,2.65592
1.30086,0.11083,1.93724,3.20244
1.02417,0.03512,1.71369,3.02465
0.19850,0.15628,2.51059,3.45361
0.62930,0.27088,1.85820,1.66444
0.86863,0.07303,2.24137,3.10940
0.07866,0.29389,1.96189,3.07220
0.29204,0.14066,2.10852,2.44235
0.34595,0.46899,1.98075,3.44965
0.29634,0.04899,1.63333,2.81254
0.99768,0.14321,1.91366,2.53056
0.47003,0.01041,1.93754,2.23327
0.57066,0.29322,1.80209,3.51333
0.00568,0.16052,2.39830,2.97101
0.03885,0.18703,1.49644,3.28235
0.77133,0.01908,2.14528,3.14660
0.16810,0.38804,2.12963,2.56248
0.70348,0.16108,2.08515,4.12530
0.52884,0.03980,1.69555,2.78002
0.61442,0.03558,2.05307,2.17648
0.54679,0.08522,1.76008,3.55698
1.27631,0.29042,2.52941,4.28084
0.46668,0.41829,2.28673,2.78764
0.14895,0.00255,2.16519,4.03800
0.15593,0.23879,2.30691,3.53995
0.49696,0.14182,2.04704,3.21089
2.43284,0.28785,2.01932,2.96526
1.85168,0.25565,1.42532,3.09418
0.49825,0.15477,1.94444,2.78048
0.33268,0.14992,2.13728,2.95073
0.11106,0.47470,2.10124,3.58112
2.06304,0.18778,1.77066,3.64799
0.65917,0.03196,1.57965,1.85890
0.12857,0.06710,1.58183,2.46634
0.08425,0.03515,1.95181,3.49957
0.47657,0.03172,1.55641,3.27953
1.56375,0.31594,2.10696,2.65814
3.83563,0.11595,2.05578,2.14423
1.26599,0.90514,1.75958,2.47943
0.81833,0.35611,1.85033,3.69644
0.51420,0.28612,2.16278,2.89943
1.98729,0.07481,1.99573,2.87324
0.02705,0.05106,1.51245,3.13928
0.46304,0.02804,2.03308,3.04980
0.24504,0.44196,1.85243,2.82342
0.79734,0.20543,1.90498,2.56363
0.97328,0.01080,2.56231,3.14651
0.96144,0.27284,2.31544,4.50792
1.09163,0.08257,1.39626,3.36429
0.32228,0.10328,1.94377,3.33933
0.19553,0.08002,2.04718,3.45695
0.10323,0.17816,1.94160,2.67573
0.15221,0.00537,1.85505,2.78526
0.10098,0.68307,1.79321,2.96912
1.15860,0.42825,2.14684,2.35870
0.82885,0.05231,2.18445,2.69813
0.19097,0.29005,1.71421,3.26534
0.09891,0.51749,1.93256,2.06467
3.50201,0.19732,2.07137,2.04246
1.46294,1.13641,2.07019,2.56015
0.10555,0.14688,1.90254,4.06452
0.18383,0.27068,1.92344,3.11449
0.84601,0.37280,2.21081,2.84889
0.53122,0.00962,1.65841,3.41451
0.89175,0.08425,1.73206,3.17574
0.76572,0.14408,2.38938,2.59251
0.25079,0.17898,2.06777,3.21040
0.10510,0.24080,1.59710,2.94521
0.22768,0.01674,2.02740,3.30526
0.08657,0.13073,2.47530,2.38035
0.10584,0.06330,2.36938,2.43077
0.13927,0.93554,1.96492,2.81188
0.29018,0.20862,2.22643,2.84012
0.39891,0.43865,1.74989,4.07012
0.79879,0.02206,2.35872,3.65139
0.90287,0.56889,1.89062,3.12047
0.52358,0.05412,2.60863,3.41414
0.33306,0.17161,1.67136,2.65810
1.17635,0.25007,1.65411,3.05627
1.62187,0.23829,2.05369,3.47634
1.58097,0.02156,2.18560,2.07288
1.64834,0.08737,2.56901,3.33452
1.94461,0.18112,2.08177,2.38534
0.28372,0.11335,2.31744,2.50876
1.85373,0.07136,1.51169,2.73569
0.09995,0.19119,2.63552,3.80896
1.59899,0.06474,2.18627,3.15305
0.01266,0.36524,1.54182,2.70487
0.40902,0.09303,2.64654,3.22263
0.40642,0.03273,1.76960,1.97312
0.46975,0.04640,2.08515,3.29344
0.79621,0.03444,2.12835,2.30265
0.34643,0.20221,1.87667,2.99670
0.41711,0.02589,2.12102,2.48645
0.80601,0.15803,1.66525,3.14752
0.08731,0.25756,1.73570,2.98222
1.80543,0.16034,1.58841,3.10364
0.05055,0.32272,2.04992,3.77538
0.31462,0.22836,1.77254,3.92344
0.70746,0.17590,2.10348,3.71394
1.86885,0.34950,2.70786,3.01885
0.14470,0.00300,1.79954,2.88453
1.09743,0.16599,2.01613,3.15859
0.44598,0.08965,1.90064,2.57392
1.46326,0.07146,1.37388,2.39164
0.38094,0.04161,1.92185,2.16520
0.01217,0.46006,1.84397,3.43489
0.42738,0.06539,1.47929,2.88916
0.03474,0.30597,1.61300,3.29978
0.25484,0.11711,1.80548,2.74259
0.01675,0.15205,1.53593,3.42924
1.48693,0.05423,1.78428,3.07672
0.01590,0.00035,1.96283,2.24805
0.46024,0.24041,1.36213,3.94601
0.15697,0.06190,1.88936,3.29938
0.39182,0.08709,1.90751,1.95342
0.50286,0.06186,2.44543,3.40574
0.33378,0.09120,2.64277,1.83065
0.36918,0.13768,2.05403,2.40450
1.17551,0.04613,1.72106,3.16906
0.72920,0.25007,2.30340,3.53718
1.06754,0.01361,2.38039,3.36089
0.11953,0.24845,1.93682,3.11631
0.47101,0.03937,2.02805,3.39690
3.63147,0.03024,2.24818,2.44276
0.46979,0.78595,2.03596,2.74238
0.07729,0.05760,2.14123,2.18360
1.35512,0.22804,2.32647,2.73756
1.46226,0.42581,1.81323,3.62402
0.61632,0.09328,2.15953,2.94383
0.35806,0.29113,2.54038,2.75915
0.36870,0.22775,2.57312,3.20725
0.12524,0.30323,2.18162,2.58779
0.44511,0.07448,2.22903,2.86658
0.72665,0.00677,1.83962,2.73053
0.76607,0.33410,1.85710,3.71119
0.07509,0.14697,1.97678,3.48314
1.09800,0.00293,1.90376,3.58176
1.11434,0.03861,2.24352,2.76348
0.14271,0.41456,2.02553,3.60167
0.87206,0.27490,2.20876,2.78403
0.46705,0.04784,2.09505,2.92316
0.37825,0.03139,2.36103,2.49955
0.05212,0.11812,1.84252,2.57659
0.35958,0.44830,2.08244,3.91401
0.84363,0.17971,1.85111,3.66953
0.96520,0.04924,2.56706,3.23285
0.11835,0.41383,1.82196,2.35742
1.71438,0.10166,2.06393,2.09071
0.11443,0.01911,1.87542,2.45431
0.25775,0.03186,1.74952,3.10541
0.07257,0.42214,1.57590,3.17467
0.26370,0.06295,2.18027,3.48497
0.73574,0.10197,2.51496,2.23901
2.55590,0.02200,1.74224,2.10102
2.53146,0.38909,2.08877,3.04813
0.22289,0.07098,1.86361,3.32181
0.67891,0.35921,2.09986,3.59075
0.14877,0.28202,2.19284,3.11641
1.52998,0.29833,2.34676,4.46626
1.14914,0.65479,2.10516,3.09922
0.49186,0.03431,2.54138,2.26561
1.03954,0.06518,1.57127,3.47808
1.27983,0.33928,1.84625,3.38002
0.21094,0.04936,2.45533,2.46417
0.39538,0.44073,2.13164,3.03290
1.53734,0.68407,2.04993,2.55642
0.68762,1.36464,2.07355,3.61740
1.47257,0.01096,2.13301,3.34855
0.24943,0.60508,2.29877,3.10903
0.62421,0.06928,1.93914,3.45864
2.01038,0.07227,1.94374,2.13492
1.01662,0.00103,2.72487,3.23759
0.43625,0.39852,1.83424,2.78438
1.64161,0.02597,2.74587,4.18587
2.98196,0.51101,2.29365,3.23913
0.78701,0.05312,2.36411,3.16326
0.51959,0.11538,2.09779,3.14011
1.00398,0.06358,1.64790,2.52708
0.20471,0.08664,1.97104,4.01023
0.07029,0.11414,2.01458,3.41401
0.29745,0.23613,1.89171,2.78566
0.48896,0.10358,2.02015,2.72667
1.76097,0.18658,2.30744,3.27156
0.86394,0.03363,2.35547,3.78566
1.13307,0.03863,1.92152,2.62948
0.34002,0.64753,1.92808,2.88648
0.07020,0.57190,2.33520,3.37993
1.21258,0.08133,2.08569,2.94907
0.20839,0.13226,2.36250,2.67296
0.89154,0.12105,2.12485,3.64755
0.16172,0.38108,1.79734,3.16530
0.53314,0.24999,2.26814,2.35188
0.74492,0.25130,2.18727,3.15777
1.58886,0.05485,1.75115,2.02191
2.48703,0.63963,2.20648,2.75799
1.89135,0.24750,1.57619,3.39956
2.19475,0.15920,2.01378,2.36806
0.43122,0.09220,2.07118,3.28927
1.06459,0.12683,2.30037,2.48561
0.44990,0.22180,1.81165,3.36933
0.02501,0.15247,1.72574,3.51667
2.29181,0.00073,2.99519,3.03424
1.92457,0.46982,1.72469,3.63706
0.19290,0.01435,1.87061,2.81818
0.73871,0.11486,2.28502,2.78389
0.13633,0.00728,2.36667,2.31062
0.65173,0.02395,1.91157,3.76516
0.03621,0.13572,1.50358,2.88584
0.34467,0.34807,1.64944,2.73721
0.60771,0.35245,1.96101,3.15140
2.23646,0.07216,2.19898,2.48045
1.11091,0.07937,1.92524,2.76721
0.62146,0.29522,2.07301,2.28347
0.23865,0.10083,1.64240,3.24077
0.16376,0.25278,2.20715,2.83057
0.13025,0.15782,2.29921,2.69520
0.37166,0.72013,2.57660,3.46586
0.62004,0.23779,2.10303,2.41398
2.67691,0.25374,2.14568,3.03420
0.07442,0.10410,2.19180,3.20236
0.01178,0.07864,1.82201,3.56621
0.10743,0.23348,1.79809,3.41653
0.60317,0.02274,2.20492,2.84846
0.94760,0.11332,1.75321,2.87188
0.77843,0.16053,1.81238,2.36227
0.20928,0.28946,2.05601,3.25456
0.38869,0.05471,1.85917,2.90391
0.27839,0.39752,1.77309,2.55025
0.62874,0.17134,2.44846,3.57398
0.78927,0.27307,2.32855,3.64986
0.56656,0.51577,2.46633,3.24385
0.30105,0.05788,2.27309,2.48744
0.46689,0.35390,1.69237,2.40719
0.18415,0.12320,2.33691,3.41460
0.66353,0.02228,1.66727,3.26307
0.76588,0.08975,1.79574,2.80179
0.47467,0.08555,2.00199,2.76919
1.02203,0.00741,2.05207,4.27733
0.01148,0.22701,1.96868,2.46765
0.12810,0.35923,1.40187,3.17059
0.34899,0.08488,1.94951,3.36550
0.34904,0.02551,1.98614,2.47753
0.08738,0.02146,2.06451,2.92282
0.15644,0.01844,2.11749,3.39544
0.26038,0.07513,2.23057,2.64455
4.23450,0.09728,2.00345,3.20529
0.34120,0.35636,1.87553,3.10624
0.27064,0.21233,2.33935,2.88154
1.98547,0.45288,1.58163,3.40392
0.87223,0.17565,1.44856,4.00891
1.27649,0.31207,2.37322,2.91063
0.09034,0.07084,1.59170,3.01935
1.05475,1.93425,1.69948,3.25614
0.70957,0.58662,1.91902,3.22351
0.89067,0.15981,1.81947,3.69065
1.28937,0.22871,2.30191,2.57167
0.39509,0.47191,2.02060,2.50903
1.09655,0.55640,1.93041,2.89929
0.66092,0.02701,1.58920,3.24940
0.71082,0.60876,1.81955,4.03530
0.35266,0.12111,2.14108,3.57419
0.05832,0.05498,2.36664,2.58686
0.06564,0.59403,2.38401,2.91289
0.80855,0.51251,2.00820,3.38316
0.25611,0.15510,2.10227,3.44055
1.24887,0.03999,1.71441,2.90458
0.29452,0.22407,1.86666,2.84549
0.62520,0.15270,1.74054,3.21523
0.98175,0.39632,2.25707,2.16170
0.57027,0.01885,2.36650,3.17000
0.01612,0.22480,2.40369,3.24323
0.44774,0.08074,1.98809,3.03379
0.18789,0.12983,2.03664,1.82352
0.47289,0.03027,2.28285,3.53420
0.00323,0.05147,1.43946,2.89408
0.54932,0.08081,1.52675,2.49867
0.40296,0.02477,1.82856,2.85763
0.49478,0.27260,2.15333,2.23140
0.05665,0.12636,1.90996,3.17768
0.13210,0.11817,1.90751,3.24044
0.05839,0.07904,2.02079,2.61118
0.04060,0.44465,1.66908,2.33682
0.83944,0.07477,1.52449,2.77996
1.21810,0.16665,2.43910,3.65762
0.33677,0.01973,2.09038,2.84321
1.45222,0.08680,1.84605,3.07820
0.11224,0.00011,1.75773,3.29791
0.29578,0.33114,2.10237,2.67594
0.25607,0.04846,2.02941,2.29389
2.99368,0.01149,1.81929,2.47202
0.35222,0.25269,1.90353,3.33492
0.57484,0.26965,1.94930,4.07967
1.54046,0.28871,2.17334,3.44576
0.31256,0.33657,1.69358,3.02978
0.38738,0.00392,2.42951,3.04346
0.01578,0.10637,2.15143,2.85220
0.05919,0.23690,2.11153,2.22541
0.05736,0.02255,1.86939,2.98344
1.31858,0.22392,2.34949,2.98335
0.21102,0.10743,1.75606,3.14895
0.49363,0.47737,2.08785,2.60387
0.49307,0.04382,1.95028,3.17337
3.48215,0.02741,2.65323,3.05224
0.67244,0.05666,1.79356,2.50247
0.12898,0.23248,1.81264,2.40933
0.51661,0.11981,1.55496,2.91146
0.24395,0.11930,1.59207,3.35746
0.39166,0.02485,2.29079,2.34811
0.07584,0.52958,1.69231,2.59457
0.67357,0.96825,1.31666,3.15912
0.34816,0.05605,2.52374,2.38887
0.93600,0.07485,1.95900,2.72376
0.63444,0.07558,1.58741,3.65038
0.94384,0.06511,2.36293,2.59613
0.18765,0.05821,2.09901,3.49573
0.30377,0.13122,2.16265,2.59175
2.50546,0.53618,2.28481,2.78667
0.10780,0.17789,1.90173,2.76335
0.50587,0.38859,1.69430,2.21887
0.39824,1.29899,2.30686,2.38386
0.95521,0.10633,2.51260,2.89317
0.42073,0.53948,2.11231,3.77760
0.10619,0.59677,2.06291,2.83374
0.60128,0.09450,1.96387,1.95417
0.20696,0.22531,1.89783,2.35768
0.11723,0.01885,2.12871,1.85825
0.50226,0.71101,2.04670,3.04000
0.56884,0.17670,2.27846,3.46667
0.19853,0.06800,1.90644,3.34558
0.73059,0.00932,2.36106,2.78969
0.22239,0.16536,1.89937,2.85275
0.54679,0.14394,2.20707,2.36285
0.52659,0.93944,2.03872,2.83766
0.87067,0.02512,2.02463,1.83929
0.17964,0.12874,1.75085,3.08227
1.31243,0.05048,2.43379,3.12201
0.52786,0.33605,2.01192,3.01800
0.23502,0.21882,2.36236,2.59686
0.08286,0.05297,1.92016,2.50510
0.10762,0.48733,2.10935,2.45809
1.64939,0.13355,2.13753,2.88721
1.24660,0.39132,1.83509,2.76829
0.68183,0.39739,1.98791,3.03654
0.58172,0.11483,1.78630,3.01487
0.56849,0.03391,1.60456,3.38426
0.11086,0.21701,2.10567,2.97499
0.20854,0.51380,2.42232,3.55459
0.12313,0.07993,2.38436,2.89347
0.08777,0.10513,2.29486,2.51857
0.45539,0.13136,2.27179,3.18197
0.39996,0.23233,1.31471,2.73598
0.39086,0.16925,1.58241,3.80330
0.03660,0.13082,2.08139,2.84355
0.33746,0.20601,1.79719,3.34269
0.63812,0.16727,1.83722,2.84312
0.74611,0.16648,1.87946,2.88942
0.03807,0.04984,1.83325,2.35394
0.29061,0.08076,2.32084,2.70959
0.31842,0.25093,2.39051,3.49298
0.05486,0.42974,1.77820,2.45579
1.47150,0.04589,1.90397,3.23074
0.18762,0.47005,1.99882,3.09477
0.31642,0.02267,1.81326,2.88605
0.58762,0.00157,2.37434,3.01769
0.03649,0.04502,1.81652,3.43918
0.40817,0.30329,2.65736,2.65558
0.35815,0.04199,2.40184,3.24108
0.57178,0.06962,1.95735,2.98461
0.13836,0.01132,2.18957,2.97851
2.23200,0.35902,2.24946,2.49313
1.29893,0.15482,1.69554,3.05789
0.46158,0.51173,2.38062,2.92690
0.29952,0.36108,1.92317,2.49083
0.87194,0.12209,1.84609,2.96305
0.02554,0.13765,2.72925,2.47262
0.71132,0.36868,1.97042,3.37783
1.98242,0.25373,1.92405,2.69832
0.71289,0.08479,1.96190,3.01134
0.10828,0.27589,1.82595,3.20336
1.09388,0.76085,2.08811,2.05493
0.19715,1.77236,1.86732,2.41091
1.35817,0.18397,1.44904,2.38571
0.44168,0.02580,2.58913,3.23028
0.02536,0.11144,2.18476,3.07404
1.28246,0.01111,2.04818,3.33673
0.23263,0.29691,1.81411,2.05798
0.97453,0.34498,1.98716,3.43230
1.06418,0.61989,2.28373,3.40330
1.27745,0.10273,1.42094,2.32949
0.57872,0.30247,2.00693,2.26342
0.15398,0.41697,1.66817,2.81320
1.76175,0.86915,2.31590,3.30190
0.25612,0.84573,2.03601,3.10288
0.89301,0.41777,2.18562,3.12486
0.23307,1.15502,1.91308,2.98791
0.13689,0.49763,1.73061,3.19826
0.61827,0.16324,2.30564,3.40006
1.70888,0.10025,2.24334,3.69021
0.27404,0.40695,1.54938,2.76013
0.60489,0.25648,1.81090,3.60778
1.11709,0.19177,1.61335,3.34450
0.22536,0.32194,2.22455,2.62567
0.28613,0.11224,1.87629,4.13881
1.47169,0.02426,2.18596,3.06679
0.87856,0.26872,2.01893,3.62660
1.05785,0.33421,2.08011,3.48651
1.09498,0.04545,1.73120,3.80477
0.63293,0.25125,1.51271,3.04817
0.94392,0.13633,1.84314,3.53119
1.08549,0.10514,2.04110,3.55086
0.62716,0.03240,2.47853,3.53644
1.37244,0.01474,2.20731,3.33167
0.06080,0.04473,1.64725,3.85493
0.17027,0.27904,1.83668,2.04185
0.00520,0.12149,1.89382,2.31662
0.97775,0.37823,2.16736,2.82331
0.27005,0.01239,1.73153,2.86698
1.92524,0.05638,2.44178,2.68062
0.42888,0.46766,2.23034,3.34507
1.72766,0.11104,2.07968,3.04968
1.94400,0.25319,2.16779,3.78135
0.14667,0.53223,1.78328,2.68506
0.08099,0.00371,1.95857,2.15679
0.00594,0.73324,1.80318,3.05750
0.01918,0.88357,2.11282,3.40215
1.90161,0.14744,1.61843,2.83094
0.06181,0.11130,1.54930,2.56243
0.47982,0.49790,2.19729,2.32583
0.84576,0.84822,1.77233,3.64226
0.62347,0.45670,1.50833,3.03297
1.05155,0.49698,2.26736,2.39537
1.20017,0.12717,1.96339,2.95980
0.95635,0.15500,1.89911,3.51173
0.26938,0.00035,2.06889,3.36299
0.14636,0.31383,1.36807,2.92853
0.12426,0.04821,2.01588,3.08742
0.45143,0.02025,2.02395,2.85356
0.01926,0.77889,1.49080,2.43451
0.15675,0.04858,1.90845,2.12978
1.90802,0.32653,1.79995,3.06733
0.03092,0.11792,2.22585,2.96103
2.13103,0.34550,2.35142,2.43639
0.22577,1.10468,1.66591,2.37165
0.55753,0.03697,2.11219,2.83761
0.42383,0.17662,1.87526,2.75993
3.01383,0.10840,1.94557,2.70390
0.18034,0.15961,1.85623,2.70273
0.09283,0.10929,2.34425,3.45501
2.19530,0.01429,2.34668,2.53530
0.08957,0.49540,2.65192,3.05831
0.70709,0.09653,2.17142,2.69713
0.06140,0.24620,1.48928,3.58474
0.12738,0.18857,1.03127,3.40356
0.28324,0.55935,2.24858,3.09325
0.12251,0.48202,1.75589,2.89997
0.09502,0.01391,1.98844,3.41598
0.21928,0.26189,1.74894,2.88713
0.40459,0.06127,1.99619,3.49776
0.62619,0.24552,2.02934,3.24998
1.25647,0.09211,1.56901,3.02981
0.05548,0.11765,1.54838,3.11272
0.68040,0.08833,2.11682,2.88514
1.06823,0.81980,2.27849,2.56404
1.02979,0.77384,2.38057,3.04108
0.95868,0.01127,2.25691,3.23588
0.09090,0.80752,1.71720,3.54772
0.78093,0.30261,2.29523,3.52594
0.11687,0.10267,2.32802,2.11705
0.00212,0.20630,2.31223,3.35622
0.05421,0.12333,2.25703,3.12911
0.50148,0.15853,1.17925,2.41303
0.92127,0.23425,2.16920,2.43602
0.32675,0.30097,2.20062,3.05489
0.87675,0.22726,1.89283,2.99733
0.45680,0.90065,1.88238,3.36287
0.04557,0.01459,2.21841,3.08274
0.15994,0.27414,2.39728,3.16006
0.82605,0.47026,1.91837,3.66437
1.32024,0.31005,1.55767,2.21785
2.16291,0.48368,2.18637,2.96750
2.55606,0.13275,2.18203,3.13005
0.14759,0.04845,2.37612,3.20488
0.94797,0.04790,1.89390,2.43201
0.85893,0.02668,2.21064,3.22147
0.27652,0.15994,2.50652,3.51717
1.81249,0.36538,1.97239,3.61582
0.17291,0.48659,1.74526,3.46870
0.06868,0.10784,2.37997,2.61209
0.82519,0.02356,1.75246,3.38489
0.04442,0.04200,1.64512,3.59324
0.03609,0.03803,2.41201,3.33132
0.99836,0.94330,1.81605,3.26942
1.69492,0.00566,1.97534,2.68605
0.66351,0.15350,1.68489,2.15998
0.43502,0.15714,2.21207,3.03175
0.54115,0.68886,2.21555,2.11722
0.92746,0.23420,1.54356,3.01439
0.07020,0.13037,1.46599,2.47164
0.81172,0.62136,1.80649,3.04082
0.17441,0.67809,1.56253,3.18655
0.26517,0.29822,1.90193,2.48497
0.02726,0.07483,2.05308,3.06731
0.35086,0.05890,1.65753,3.27044
0.11483,0.16419,1.86639,3.07381
0.88003,0.09853,1.82942,3.56890
0.49500,0.06313,1.91833,2.84538
0.01304,0.35232,1.93277,2.28657
0.48172,0.62406,2.73622,2.32388
1.19873,0.10170,1.87769,2.84017
1.30308,0.19435,1.39659,2.10542
0.37328,0.32798,1.59635,2.18986
0.00577,0.04614,1.46196,3.58671
0.55051,0.06624,2.17690,2.60592
0.49063,0.00655,1.89434,2.01346
0.30160,0.44677,1.76850,2.88318
0.14955,0.06357,1.88640,3.28997
0.45558,0.56213,1.59360,3.49436
0.91358,0.07992,1.70765,3.34837
0.94595,0.20680,2.19596,2.59071
0.71251,0.11876,2.25622,3.39997
0.07740,0.22279,2.50314,2.64928
0.02483,0.23744,2.19389,2.73362
0.10982,0.13978,2.27093,3.80063
0.52603,0.07807,1.88434,2.58013
1.32471,0.25556,2.54489,3.35710
0.08119,0.32554,1.78645,3.01219
1.37605,0.17256,2.09583,2.67296
0.81744,0.06395,1.95686,2.73076
0.37145,0.21316,1.44142,2.12445
0.88189,0.03819,2.39179,3.30078
0.90413,0.00091,1.95323,2.51501
0.14497,0.07344,2.83652,2.18843
1.50279,0.01230,1.85914,4.01886
0.95600,0.83886,1.71099,2.80622
0.83844,0.32126,2.07853,2.63041
0.48410,0.28946,1.88618,3.32904
2.16761,0.01846,1.81927,3.05707
0.43027,0.07145,2.09480,2.66477
3.29959,0.04015,1.69239,3.53833
0.10723,0.02267,2.15023,1.89240
1.01062,0.09566,2.31753,2.36668
0.44908,0.25178,1.74870,2.47224
0.06938,0.06766,2.51968,3.26026
0.42601,0.41965,2.50855,3.34403
1.04037,0.56361,1.52017,2.60490
0.59791,1.08393,1.56560,2.41019
0.41705,0.01051,1.81517,3.62114
1.06226,0.25653,2.32364,3.73286
0.77519,0.10783,1.51016,3.22560
0.87027,0.33685,1.69923,2.54783
0.14092,0.46166,2.18599,2.94801
1.64986,0.13470,1.91026,2.78798
1.38633,0.36939,2.47087,2.02075
0.15261,0.00660,1.69859,3.06207
0.84297,0.44257,2.19399,2.77305
2.40766,0.06010,2.02334,3.15104
0.42881,0.37570,2.61541,2.93254
1.72281,1.10875,2.01828,2.97417
1.04836,0.25295,1.29547,3.86040
0.97195,0.28196,2.23215,3.02222
0.04022,0.25918,1.79499,3.25083
2.30816,0.09341,2.07451,2.18348
0.08158,0.25601,1.94652,2.31368
1.32429,0.14785,2.56105,3.34666
1.33863,0.10306,1.67100,2.94594
0.24781,0.55581,1.74962,3.27493
2.46322,0.03342,1.88260,3.19943
0.95655,0.17885,1.73754,2.34550
0.91912,0.03766,2.10145,2.74689
0.92702,0.01517,1.75033,2.19136
0.82320,0.31777,2.46099,3.09037
1.44297,0.02289,1.96231,2.43571
0.05163,0.05082,2.31774,3.42908
0.67155,0.04424,1.85560,2.42549
0.22705,1.14808,2.47425,2.74932
2.19373,0.04780,2.08436,3.30243
1.93602,0.16324,2.21054,2.03296
2.93738,0.19324,2.26388,3.40763
1.87793,0.41947,2.05905,2.53447
0.13587,0.09635,1.87649,2.64101
0.99996,0.18996,1.63713,3.51888
1.75834,0.12206,1.91111,3.53148
0.50075,0.05035,1.95308,2.76335
0.50134,0.99061,2.10105,2.73366
0.39811,0.49727,1.69477,2.85857
0.15491,0.04894,2.53376,2.60984
1.03020,0.05326,2.01140,3.00276
1.17093,0.20619,1.89247,3.28372
0.42519,0.71329,2.35662,4.02703
1.51947,0.60415,2.31041,2.33559
0.89634,0.26508,1.33994,3.21844
0.81934,0.65563,2.44267,2.92649
3.12358,0.20845,1.75176,2.52612
1.62626,0.13432,1.92070,3.87652
0.44017,0.03839,2.02731,2.59595
0.48988,0.00092,1.78887,2.82816
1.22452,0.25909,2.08198,2.69874
0.07787,0.27998,1.56080,3.17502
0.15404,0.27423,1.95523,3.63221
0.10972,0.36224,2.12761,2.82328
1.48360,0.14454,1.97413,3.07498
0.95728,0.17787,2.01852,4.06295
0.60766,0.00629,2.54270,2.35503
0.22766,0.36427,2.22735,2.92518
0.04695,0.23171,2.06856,3.10454
1.21625,0.25555,2.07383,3.00129
1.75871,0.34550,1.72257,2.40710
0.39748,0.05048,1.91099,2.38441
0.53126,0.19238,1.46627,3.33174
0.16883,0.02357,1.77364,3.65156
0.38240,0.22679,2.21910,2.41071
0.32703,0.12634,1.74899,2.32380
0.51719,0.76308,1.57913,2.94370
0.02936,1.41095,1.86186,2.90032
0.97260,0.18152,1.55701,4.09070
0.45414,0.01326,1.67617,3.59667
0.12233,0.02588,2.10000,2.95667
0.78667,0.10339,1.77518,1.81783
1.75445,0.83550,1.34414,3.14491
0.38407,0.03449,1.58170,2.57046
1.01682,0.53951,1.63674,2.40555
0.68286,0.05683,1.96126,3.15669
0.74840,0.89602,2.11347,3.19264
5.32844,0.05958,2.11817,2.66328
0.69836,0.15019,2.96688,3.87756
0.02216,0.00552,1.86533,2.89281
0.42378,0.19856,1.75324,3.16664
0.31313,0.01349,1.77925,2.80294
0.08111,1.64780,1.69165,2.76910
0.12006,0.71138,2.15718,2.53951
0.13403,0.22413,1.57098,3.46895
1.81312,0.28080,2.40129,3.19811
0.07363,0.02407,1.48249,3.68323
0.41350,0.16954,1.79972,3.94247
0.20167,0.06322,1.89238,3.09429
0.11337,0.07296,1.45785,3.62076
0.38237,0.35808,2.41000,1.78780
0.01719,0.02405,2.51952,2.69177
0.80987,0.09706,2.13272,3.31809
0.64326,0.21432,2.21781,2.63241
0.21146,0.40968,2.04680,2.60493
0.77449,0.09485,1.62538,1.58289
1.28985,0.20145,2.18984,2.53858
0.41189,0.41593,2.01920,2.53408
2.51944,0.71357,2.19277,3.13250
2.17372,0.14044,0.86963,2.76670
